p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.60073852539062}, {'Name': 'Person', 'Confidence': 98.60077667236328}, {'Name': 'Human', 'Confidence': 98.50341796875}, {'Name': 'Automobile', 'Confidence': 67.80501556396484}, {'Name': 'Car', 'Confidence': 67.80501556396484}, {'Name': 'Vehicle', 'Confidence': 67.80501556396484}, {'Name': 'Chair', 'Confidence': 50.55463409423828}, {'Name': 'Furniture', 'Confidence': 50.55463409423828}, {'Name': 'Portrait', 'Confidence': 50.536190032958984}, {'Name': 'Selfie', 'Confidence': 50.536190032958984}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_72999.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.37713623046875}, {'Name': 'Person', 'Confidence': 98.377197265625}, {'Name': 'Human', 'Confidence': 98.2408676147461}, {'Name': 'Automobile', 'Confidence': 92.6601791381836}, {'Name': 'Car', 'Confidence': 92.6601791381836}, {'Name': 'Vehicle', 'Confidence': 92.6601791381836}, {'Name': 'Chair', 'Confidence': 65.22059631347656}, {'Name': 'Furniture', 'Confidence': 65.22059631347656}, {'Name': 'Child', 'Confidence': 64.04864501953125}, {'Name': 'Kid', 'Confidence': 64.04864501953125}, {'Name': 'Accessories', 'Confidence': 56.17597579956055}, {'Name': 'Hair', 'Confidence': 52.321197509765625}, {'Name': 'Haircut', 'Confidence': 52.321197509765625}, {'Name': 'Portrait', 'Confidence': 52.321197509765625}, {'Name': 'Baby', 'Confidence': 51.905601501464844}, {'Name': 'Face', 'Confidence': 51.58272933959961}, {'Name': 'Selfie', 'Confidence': 51.58272933959961}, {'Name': 'Head', 'Confidence': 51.51850509643555}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_25094.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.86127471923828}, {'Name': 'Person', 'Confidence': 98.86129760742188}, {'Name': 'Human', 'Confidence': 98.80464172363281}, {'Name': 'Automobile', 'Confidence': 92.30644989013672}, {'Name': 'Car', 'Confidence': 92.30644989013672}, {'Name': 'Vehicle', 'Confidence': 92.30644989013672}, {'Name': 'Sink', 'Confidence': 62.64729309082031}, {'Name': 'Accessories', 'Confidence': 55.443660736083984}, {'Name': 'Female', 'Confidence': 53.601654052734375}, {'Name': 'Face', 'Confidence': 52.92972946166992}, {'Name': 'Selfie', 'Confidence': 52.92972946166992}, {'Name': 'Portrait', 'Confidence': 52.63942337036133}, {'Name': 'Hair', 'Confidence': 52.491294860839844}, {'Name': 'Haircut', 'Confidence': 52.491294860839844}, {'Name': 'Head', 'Confidence': 52.355472564697266}, {'Name': 'Baby', 'Confidence': 51.819358825683594}, {'Name': 'Child', 'Confidence': 51.819358825683594}, {'Name': 'Kid', 'Confidence': 51.819358825683594}, {'Name': 'Hat', 'Confidence': 50.907222747802734}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_69092.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.69660949707031}, {'Name': 'Person', 'Confidence': 98.69664764404297}, {'Name': 'Human', 'Confidence': 98.61489868164062}, {'Name': 'Hair', 'Confidence': 56.05387878417969}, {'Name': 'Haircut', 'Confidence': 56.05387878417969}, {'Name': 'Portrait', 'Confidence': 56.05387878417969}, {'Name': 'Sink', 'Confidence': 55.40349578857422}, {'Name': 'Accessories', 'Confidence': 54.18730926513672}, {'Name': 'Baby', 'Confidence': 52.6684455871582}, {'Name': 'Child', 'Confidence': 52.6684455871582}, {'Name': 'Kid', 'Confidence': 52.6684455871582}, {'Name': 'Selfie', 'Confidence': 52.488922119140625}, {'Name': 'Face', 'Confidence': 51.920745849609375}, {'Name': 'Head', 'Confidence': 51.471805572509766}, {'Name': 'Glasses', 'Confidence': 50.57510757446289}, {'Name': 'Goggles', 'Confidence': 50.57510757446289}, {'Name': 'Sunglasses', 'Confidence': 50.57510757446289}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_92629.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.80510711669922}, {'Name': 'Person', 'Confidence': 98.80514526367188}, {'Name': 'Human', 'Confidence': 98.74018096923828}, {'Name': 'Automobile', 'Confidence': 95.76123046875}, {'Name': 'Car', 'Confidence': 95.76123046875}, {'Name': 'Vehicle', 'Confidence': 95.76123046875}, {'Name': 'Convertible', 'Confidence': 75.44025421142578}, {'Name': 'Hot Rod', 'Confidence': 75.44025421142578}, {'Name': 'Belt', 'Confidence': 58.85327911376953}, {'Name': 'Car Seat', 'Confidence': 58.85327911376953}, {'Name': 'Seat Belt', 'Confidence': 58.85327911376953}, {'Name': 'Bowl', 'Confidence': 54.02638244628906}, {'Name': 'Female', 'Confidence': 52.50220489501953}, {'Name': 'Portrait', 'Confidence': 52.07208251953125}, {'Name': 'Selfie', 'Confidence': 52.07208251953125}, {'Name': 'Console', 'Confidence': 51.1241569519043}, {'Name': 'Chair', 'Confidence': 50.79637145996094}, {'Name': 'Furniture', 'Confidence': 50.79637145996094}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_3370.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.74737548828125}, {'Name': 'Person', 'Confidence': 98.74740600585938}, {'Name': 'Human', 'Confidence': 98.67363739013672}, {'Name': 'Automobile', 'Confidence': 82.47986602783203}, {'Name': 'Car', 'Confidence': 82.47986602783203}, {'Name': 'Convertible', 'Confidence': 82.47986602783203}, {'Name': 'Hot Rod', 'Confidence': 82.47986602783203}, {'Name': 'Vehicle', 'Confidence': 82.47986602783203}, {'Name': 'Chair', 'Confidence': 61.86820983886719}, {'Name': 'Furniture', 'Confidence': 61.86820983886719}, {'Name': 'Baby', 'Confidence': 51.105552673339844}, {'Name': 'Child', 'Confidence': 51.105552673339844}, {'Name': 'Kid', 'Confidence': 51.105552673339844}, {'Name': 'Female', 'Confidence': 50.58712387084961}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_67639.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.9083251953125}, {'Name': 'Person', 'Confidence': 98.9083480834961}, {'Name': 'Human', 'Confidence': 98.85842895507812}, {'Name': 'Automobile', 'Confidence': 92.31204223632812}, {'Name': 'Car', 'Confidence': 92.31204223632812}, {'Name': 'Vehicle', 'Confidence': 92.31204223632812}, {'Name': 'Bowl', 'Confidence': 52.9276123046875}, {'Name': 'Female', 'Confidence': 52.1527099609375}, {'Name': 'Portrait', 'Confidence': 51.25320053100586}, {'Name': 'Selfie', 'Confidence': 51.25320053100586}, {'Name': 'Asleep', 'Confidence': 51.00446319580078}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_58560.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.75557708740234}, {'Name': 'Person', 'Confidence': 98.755615234375}, {'Name': 'Human', 'Confidence': 98.68309783935547}, {'Name': 'Automobile', 'Confidence': 97.96280670166016}, {'Name': 'Car', 'Confidence': 97.96280670166016}, {'Name': 'Vehicle', 'Confidence': 97.96280670166016}, {'Name': 'Convertible', 'Confidence': 81.27796936035156}, {'Name': 'Hot Rod', 'Confidence': 81.27796936035156}, {'Name': 'Hair', 'Confidence': 54.45196533203125}, {'Name': 'Haircut', 'Confidence': 54.45196533203125}, {'Name': 'Portrait', 'Confidence': 54.45196533203125}, {'Name': 'Chair', 'Confidence': 54.08486557006836}, {'Name': 'Furniture', 'Confidence': 54.08486557006836}, {'Name': 'Bowl', 'Confidence': 52.551151275634766}, {'Name': 'Baby', 'Confidence': 52.288604736328125}, {'Name': 'Child', 'Confidence': 52.288604736328125}, {'Name': 'Kid', 'Confidence': 52.288604736328125}, {'Name': 'Female', 'Confidence': 51.78276443481445}, {'Name': 'Face', 'Confidence': 51.6186408996582}, {'Name': 'Selfie', 'Confidence': 51.6186408996582}, {'Name': 'Accessories', 'Confidence': 51.515132904052734}, {'Name': 'Hat', 'Confidence': 51.00358200073242}, {'Name': 'Head', 'Confidence': 50.962425231933594}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_35779.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.74845123291016}, {'Name': 'Person', 'Confidence': 98.74848937988281}, {'Name': 'Human', 'Confidence': 98.67488098144531}, {'Name': 'Automobile', 'Confidence': 92.60002136230469}, {'Name': 'Car', 'Confidence': 92.60002136230469}, {'Name': 'Vehicle', 'Confidence': 92.60002136230469}, {'Name': 'Convertible', 'Confidence': 75.97543334960938}, {'Name': 'Hot Rod', 'Confidence': 75.97543334960938}, {'Name': 'Sink', 'Confidence': 73.852783203125}, {'Name': 'Chair', 'Confidence': 58.58457565307617}, {'Name': 'Furniture', 'Confidence': 58.58457565307617}, {'Name': 'Bowl', 'Confidence': 52.06255340576172}, {'Name': 'Female', 'Confidence': 50.88019561767578}, {'Name': 'Console', 'Confidence': 50.50542449951172}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_10012.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.34976196289062}, {'Name': 'Person', 'Confidence': 98.3498306274414}, {'Name': 'Human', 'Confidence': 98.20850372314453}, {'Name': 'Automobile', 'Confidence': 96.56608581542969}, {'Name': 'Car', 'Confidence': 96.56608581542969}, {'Name': 'Vehicle', 'Confidence': 96.56608581542969}, {'Name': 'Convertible', 'Confidence': 60.71398162841797}, {'Name': 'Hot Rod', 'Confidence': 60.71398162841797}, {'Name': 'Chair', 'Confidence': 57.550209045410156}, {'Name': 'Furniture', 'Confidence': 57.550209045410156}, {'Name': 'Portrait', 'Confidence': 57.53980255126953}, {'Name': 'Selfie', 'Confidence': 57.53980255126953}, {'Name': 'Accessories', 'Confidence': 56.621788024902344}, {'Name': 'Hair', 'Confidence': 55.48843002319336}, {'Name': 'Haircut', 'Confidence': 55.48843002319336}, {'Name': 'Face', 'Confidence': 54.80717849731445}, {'Name': 'Baby', 'Confidence': 53.56052017211914}, {'Name': 'Child', 'Confidence': 53.56052017211914}, {'Name': 'Kid', 'Confidence': 53.56052017211914}, {'Name': 'Hat', 'Confidence': 52.29133224487305}, {'Name': 'Glasses', 'Confidence': 52.19918441772461}, {'Name': 'Goggles', 'Confidence': 52.19918441772461}, {'Name': 'Sunglasses', 'Confidence': 52.19918441772461}, {'Name': 'Female', 'Confidence': 52.11466598510742}, {'Name': 'Windshield', 'Confidence': 50.98527526855469}, {'Name': 'Cap', 'Confidence': 50.93251419067383}, {'Name': 'Sun Hat', 'Confidence': 50.58782196044922}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_70354.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.6868667602539}, {'Name': 'Person', 'Confidence': 98.6869125366211}, {'Name': 'Human', 'Confidence': 98.60360717773438}, {'Name': 'Automobile', 'Confidence': 96.88854217529297}, {'Name': 'Car', 'Confidence': 96.88854217529297}, {'Name': 'Vehicle', 'Confidence': 96.88854217529297}, {'Name': 'Belt', 'Confidence': 94.03833770751953}, {'Name': 'Car Seat', 'Confidence': 94.03833770751953}, {'Name': 'Seat Belt', 'Confidence': 94.03833770751953}, {'Name': 'Convertible', 'Confidence': 75.4475326538086}, {'Name': 'Hot Rod', 'Confidence': 75.4475326538086}, {'Name': 'Bowl', 'Confidence': 54.818885803222656}, {'Name': 'Baby', 'Confidence': 54.48433303833008}, {'Name': 'Child', 'Confidence': 54.48433303833008}, {'Name': 'Kid', 'Confidence': 54.48433303833008}, {'Name': 'Face', 'Confidence': 53.35818099975586}, {'Name': 'Selfie', 'Confidence': 53.35818099975586}, {'Name': 'Female', 'Confidence': 52.63950729370117}, {'Name': 'Portrait', 'Confidence': 51.81336975097656}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_54617.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.5632553100586}, {'Name': 'Person', 'Confidence': 98.56329345703125}, {'Name': 'Human', 'Confidence': 98.45964050292969}, {'Name': 'Automobile', 'Confidence': 95.86840057373047}, {'Name': 'Car', 'Confidence': 95.86840057373047}, {'Name': 'Vehicle', 'Confidence': 95.86840057373047}, {'Name': 'Convertible', 'Confidence': 76.45718383789062}, {'Name': 'Hot Rod', 'Confidence': 76.45718383789062}, {'Name': 'Asleep', 'Confidence': 60.329200744628906}, {'Name': 'Bowl', 'Confidence': 54.16412353515625}, {'Name': 'Portrait', 'Confidence': 52.74623489379883}, {'Name': 'Selfie', 'Confidence': 52.74623489379883}, {'Name': 'Female', 'Confidence': 50.83234405517578}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_26684.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.55829620361328}, {'Name': 'Person', 'Confidence': 98.55834197998047}, {'Name': 'Human', 'Confidence': 98.453857421875}, {'Name': 'Belt', 'Confidence': 96.066162109375}, {'Name': 'Car Seat', 'Confidence': 96.066162109375}, {'Name': 'Seat Belt', 'Confidence': 96.066162109375}, {'Name': 'Automobile', 'Confidence': 56.47591781616211}, {'Name': 'Car', 'Confidence': 56.47591781616211}, {'Name': 'Convertible', 'Confidence': 56.47591781616211}, {'Name': 'Hot Rod', 'Confidence': 56.47591781616211}, {'Name': 'Vehicle', 'Confidence': 56.47591781616211}, {'Name': 'Bowl', 'Confidence': 53.92062759399414}, {'Name': 'Portrait', 'Confidence': 53.30889129638672}, {'Name': 'Selfie', 'Confidence': 53.30889129638672}, {'Name': 'Female', 'Confidence': 52.45137023925781}, {'Name': 'Asleep', 'Confidence': 51.87156677246094}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_82409.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.85919952392578}, {'Name': 'Person', 'Confidence': 98.85922241210938}, {'Name': 'Human', 'Confidence': 98.80225372314453}, {'Name': 'Belt', 'Confidence': 98.21160125732422}, {'Name': 'Car Seat', 'Confidence': 98.21160125732422}, {'Name': 'Seat Belt', 'Confidence': 98.21160125732422}, {'Name': 'Automobile', 'Confidence': 96.19166564941406}, {'Name': 'Car', 'Confidence': 96.19166564941406}, {'Name': 'Vehicle', 'Confidence': 96.19166564941406}, {'Name': 'Bikini', 'Confidence': 75.21949005126953}, {'Name': 'Maillot', 'Confidence': 75.21949005126953}, {'Name': 'Swimwear', 'Confidence': 75.21949005126953}, {'Name': 'Convertible', 'Confidence': 74.72505187988281}, {'Name': 'Hot Rod', 'Confidence': 74.72505187988281}, {'Name': 'Couch', 'Confidence': 62.60503387451172}, {'Name': 'Furniture', 'Confidence': 62.60503387451172}, {'Name': 'Baby', 'Confidence': 52.42344665527344}, {'Name': 'Child', 'Confidence': 52.42344665527344}, {'Name': 'Kid', 'Confidence': 52.42344665527344}, {'Name': 'Female', 'Confidence': 52.15764617919922}, {'Name': 'Portrait', 'Confidence': 52.106422424316406}, {'Name': 'Selfie', 'Confidence': 52.106422424316406}, {'Name': 'Face', 'Confidence': 50.68122100830078}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_5585.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.81233215332031}, {'Name': 'Person', 'Confidence': 98.81237030029297}, {'Name': 'Human', 'Confidence': 98.74848937988281}, {'Name': 'Umbrella', 'Confidence': 94.99090576171875}, {'Name': 'Automobile', 'Confidence': 59.98467254638672}, {'Name': 'Car', 'Confidence': 59.98467254638672}, {'Name': 'Vehicle', 'Confidence': 59.98467254638672}, {'Name': 'Hair', 'Confidence': 55.839012145996094}, {'Name': 'Haircut', 'Confidence': 55.839012145996094}, {'Name': 'Portrait', 'Confidence': 55.839012145996094}, {'Name': 'Accessories', 'Confidence': 55.55432891845703}, {'Name': 'Face', 'Confidence': 53.69356155395508}, {'Name': 'Selfie', 'Confidence': 53.69356155395508}, {'Name': 'Baby', 'Confidence': 51.622474670410156}, {'Name': 'Child', 'Confidence': 51.622474670410156}, {'Name': 'Kid', 'Confidence': 51.622474670410156}, {'Name': 'Asleep', 'Confidence': 51.19451141357422}, {'Name': 'Hat', 'Confidence': 51.023250579833984}, {'Name': 'Glasses', 'Confidence': 50.79831314086914}, {'Name': 'Goggles', 'Confidence': 50.79831314086914}, {'Name': 'Sunglasses', 'Confidence': 50.79831314086914}, {'Name': 'Head', 'Confidence': 50.72991943359375}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_19029.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.57475280761719}, {'Name': 'Person', 'Confidence': 98.57481384277344}, {'Name': 'Human', 'Confidence': 98.47309875488281}, {'Name': 'Belt', 'Confidence': 98.20244598388672}, {'Name': 'Car Seat', 'Confidence': 98.20244598388672}, {'Name': 'Seat Belt', 'Confidence': 98.20244598388672}, {'Name': 'Automobile', 'Confidence': 97.60722351074219}, {'Name': 'Car', 'Confidence': 97.60722351074219}, {'Name': 'Vehicle', 'Confidence': 97.60722351074219}, {'Name': 'Chair', 'Confidence': 84.90254211425781}, {'Name': 'Furniture', 'Confidence': 84.90254211425781}, {'Name': 'Bikini', 'Confidence': 84.59647369384766}, {'Name': 'Maillot', 'Confidence': 84.59647369384766}, {'Name': 'Swimwear', 'Confidence': 84.59647369384766}, {'Name': 'Convertible', 'Confidence': 82.37762451171875}, {'Name': 'Hot Rod', 'Confidence': 82.37762451171875}, {'Name': 'Female', 'Confidence': 52.81945037841797}, {'Name': 'Portrait', 'Confidence': 51.37833786010742}, {'Name': 'Selfie', 'Confidence': 51.37833786010742}, {'Name': 'Baby', 'Confidence': 51.04819107055664}, {'Name': 'Child', 'Confidence': 51.04819107055664}, {'Name': 'Kid', 'Confidence': 51.04819107055664}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_40930.jpg'}"
p002,"{'attributes': [{'Name': 'People', 'Confidence': 98.5440673828125}, {'Name': 'Person', 'Confidence': 98.54411315917969}, {'Name': 'Human', 'Confidence': 98.43721008300781}, {'Name': 'Automobile', 'Confidence': 78.59426879882812}, {'Name': 'Car', 'Confidence': 78.59426879882812}, {'Name': 'Vehicle', 'Confidence': 78.59426879882812}, {'Name': 'Bikini', 'Confidence': 67.46936798095703}, {'Name': 'Maillot', 'Confidence': 67.46936798095703}, {'Name': 'Swimwear', 'Confidence': 67.46936798095703}, {'Name': 'Female', 'Confidence': 51.33450698852539}, {'Name': 'Portrait', 'Confidence': 50.990699768066406}, {'Name': 'Selfie', 'Confidence': 50.990699768066406}], 'subject': 'p002', 'classname': 'c0', 'imgname': 'img_31547.jpg'}"
